日付,活動区分,ｱｸﾃｨﾋﾞﾃｨ,タイトル,"記録
リンク",GPSログ,主な訪問地,都道府県,補足,"距離
[km]",獲得標高 [m],"走行・歩行
時間",車種,メーカー,モデル
2008-02-24,🚲,サイクリング,"川越""花いち""グルメ・ラン",https://connect.garmin.com/app/activity/24108734458,https://drive.google.com/file/d/1wr5IYU_NsI36iWiWSqVtjQr-h3eVhfpI/view?usp=drivesdk,入間川、花いち,埼玉、東京,,57,384,8:00,小径車,r&m,BD-1
2008-03-01,🚲,サイクリング,都内,,,豪徳寺、世田谷城址、松陰神社、西郷山公園、乃木神社,東京,,25,,,小径車,r&m,BD-1
2008-03-09,🚲,サイクリング,鎌倉散策,https://connect.garmin.com/app/activity/24108764767,https://drive.google.com/file/d/1cOXgtY8DGSROwghrLWTrt2ss0bsdZd-P/view?usp=drivesdk,円覚寺、明月院、建長寺、鶴岡八幡宮、杉本寺、宝戒寺、妙法寺,神奈川,,21,283,8:00,小径車,r&m,BD-1
2008-03-16,🚲,山サイ,奥武蔵坂ザンマイ,https://connect.garmin.com/app/activity/24048954401,https://drive.google.com/file/d/179de627Ml-WatIp6hjeggBSu7rjM43at/view?usp=drivesdk,子の権現、天目指峠[480m]、山伏峠[621m]、奥武蔵グリーンライン,埼玉、東京,,133,"2,958",8:40,ロード,LOOK,KG585
2008-03-22,🚲,サイクリング,都内,,,玉川上水、護国寺、巣鴨地蔵通商店街、谷中銀座、合羽橋道具街,東京,,62,,,小径車,r&m,BD-1
2008-03-23,🚲,サイクリング,奥多摩周遊道路,,,都民の森[1000m]、風張峠[1143m],東京,奥多摩周遊,130,"1,477",,ロード,LOOK,KG585
2008-03-27,🚲,サイクリング,多摩湖自転車道、井の頭公園の桜,,,多摩湖自転車道、井の頭公園,東京,🌸,20,,,クロス,DE ROSA,TEAM
2008-03-29,🚲,サイクリング,野川、多摩川の桜,,,黒鐘公園、お鷹の道、野川、深大寺、多摩川,東京,🌸,55,,,クロス,DE ROSA,TEAM
2008-03-30,🚲,サイクリング,都内,,,皇居周辺(千鳥ヶ淵公園)、増上寺、浜離宮恩賜庭園,東京,🌸,,,,小径車,r&m,BD-1
2008-04-05,🚲,サイクリング,奥多摩周遊道路,,,都民の森[1000m],東京,奥多摩周遊,120,,,ロード,LOOK,KG585
2008-04-06,🚲,サイクリング,桜を求めて尾根緑道・羽村・野川へ,,,尾根緑道、羽村堰、阿蘇神社、羽村の根搦み前水田、野川,東京,🌸,37,,,小径車,r&m,BD-1
2008-04-12,🚲,サイクリング,子の権現,,,子の権現、天目指峠[480m],埼玉、東京,,101,,,ロード,LOOK,KG585
2008-04-20,🚲,レース,ツール・ド・草津,https://connect.garmin.com/app/activity/24049043673,https://drive.google.com/file/d/1GirlQPL3GmM9mhZkPHIG-kgvvxbjjLVD/view?usp=drivesdk,国道292号（志賀草津道路）,群馬,,13,769,0:50,ロード,LOOK,KG585
2008-04-29,🚲,サイクリング,伊豆一周,https://connect.garmin.com/app/activity/24049068270,https://drive.google.com/file/d/1wfpn5rZP5kmj7ZupyfUl8A7fUYHz5ix4/view?usp=drivesdk,道の駅「伊豆のへそ」、亀石峠[451m]、下田,静岡,伊豆イチ,206,"3,230",11:11,ロード,LOOK,KG585
2008-04-30,🚲,サイクリング,筑波自転車道,https://connect.garmin.com/app/activity/24049194115,https://drive.google.com/file/d/1Hk_4iKo1Px-1QlJmqDJuT8-wOH91hTV1/view?usp=drivesdk,筑波自転車道,茨城,,96,460,7:40,ロード,LOOK,KG585
2008-05-01,🚲,サイクリング,霞ヶ浦,https://connect.garmin.com/app/activity/24049249573,https://drive.google.com/file/d/1m7urpqa87fflxYas1Asm1lCk8kgxDuDm/view?usp=drivesdk,霞ヶ浦,茨城,,93,80,7:01,ロード,LOOK,KG585
2008-05-04,🚲,サイクリング,木曽路,https://connect.garmin.com/app/activity/24049318961,https://drive.google.com/file/d/1ycFpnldotQYlN_KFrykorMQuiL6jjKC0/view?usp=drivesdk,馬籠、妻籠、恋路峠[670m],長野,,62,773,4:46,ロード,LOOK,KG585
2008-05-05,🚲,グラベル,黒河内林道,https://connect.garmin.com/app/activity/24049368728,https://drive.google.com/file/d/1f_8WvKrYZVJxcIY2cbNqi0qBilV2CI4h/view?usp=drivesdk,黒河内林道、高遠,長野,,31,232,2:10,MTB,SPECIALIZED,Epic Marathon
2008-05-06,🚲,サイクリング,奥多摩周遊道路,,,都民の森[1000m]、奥多摩周遊道路、小菅村,東京、山梨,奥多摩周遊,135,,,ロード,LOOK,KG585
2008-05-17,🚲,イベント,糸魚川ファストラン,,,糸魚川ファストラン,東京、神奈川、山梨、長野、新潟,,291,,,ロード,LOOK,KG585
2008-06-01,🚲,レース,第5回 Mt.富士ヒルクライム,https://connect.garmin.com/app/activity/24049460306,https://drive.google.com/file/d/1pB5gsocKmb3ubWjlQ4pk2MQMyb00vbAa/view?usp=drivesdk,富士スバルライン,山梨,,24,"1,311",1:26,ロード,LOOK,KG585
2008-06-14,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24049497878,https://drive.google.com/file/d/1Tfs3qwYinCMxq4ZVYvkpXAhc-OL_RAJb/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,105,"1,303",5:01,ロード,LOOK,KG585
2008-07-05,🚲,サイクリング,奥多摩周遊道路,,,都民の森の手前,東京,奥多摩周遊,80,"1,100",,ロード,LOOK,KG585
2008-07-06,🚲,サイクリング,成木,,,成木,東京,,,,,ロード,LOOK,KG585
2008-07-13,🚲,サイクリング,都内,,,皇居周辺、秋葉原,東京,,70,,,小径車,r&m,BD-1
2008-08-11,🚲,サイクリング,戸隠,https://connect.garmin.com/app/activity/24049561652,https://drive.google.com/file/d/1agEJ-gSjnx5OLtwqO3MJQhDUjPg2Ku9O/view?usp=drivesdk,大望峠展望台[1055m]、嶺方峠[1092m]、鏡池、戸隠神社奥社,長野,,65,"1,543",5:55,ロード,LOOK,KG585
2008-08-13,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24049591068,https://drive.google.com/file/d/1pbn0ZPkx-3Phit2lgOP6OaplliwZFceS/view?usp=drivesdk,月島西仲通り商店街、豊海、越中島公園,東京,,12,74,2:47,小径車,r&m,BD-1
2008-08-23,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24049645040,https://drive.google.com/file/d/1BKFBxd5wH_KocFQ7M5LdOVCiEjywAINz/view?usp=drivesdk,築地、若洲海浜公園、お台場,東京,,103,419,6:52,ロード,LOOK,KG585
2008-08-31,🚲,レース,マウンテンサイクリングin乗鞍,https://connect.garmin.com/app/activity/24049666304,https://drive.google.com/file/d/1YDqTjaujAk5hPYcuXokOSsjTOS21dFaP/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m],長野,乗鞍,21,"1,260",1:27,ロード,LOOK,KG585
2008-09-07,🚲,グラベル,大名栗林道,,,大名栗林道,埼玉,,40,,,MTB,SPECIALIZED,Epic Marathon
2008-09-14,🚲,レース,SDA王滝,https://connect.garmin.com/app/activity/24049712428,https://drive.google.com/file/d/1Sohi1RTSwEMlH6gULyhYeDqOpmprIBwN/view?usp=drivesdk,王滝村,長野,,91,"2,995",8:02,MTB,SPECIALIZED,Epic Marathon
2008-09-27,🚲,サイクリング,大弛峠越え,https://connect.garmin.com/app/activity/24049812444,https://drive.google.com/file/d/1U0ru69SZdQOdkWKmJknNN9M7KF0_QBUq/view?usp=drivesdk,道の駅「道の駅 花かげの郷 まきおか」、大弛峠[2360m]、信州峠[1470m]、本谷川渓谷,山梨、長野,大弛峠,140,"3,210",12:48,ロード,LOOK,KG461
2008-09-28,🚲,サイクリング,長瀞,https://connect.garmin.com/app/activity/24049875626,https://drive.google.com/file/d/1DoS_sEat-6X1V_UvkVFZcTzfAztnkk3y/view?usp=drivesdk,山伏峠[621m],東京、埼玉,,150,"1,605",8:26,ロード,LOOK,KG585
2008-10-04,🚲,サイクリング,きのこセンター,https://connect.garmin.com/app/activity/24049921338,https://drive.google.com/file/d/1-NHWrW0ccNwx9fIn4ZMagYWJrZvc3s9h/view?usp=drivesdk,きのこセンター、風張峠[1143m]、羽村の根搦み前水田,東京,,130,"1,849",7:20,ロード,LOOK,KG585
2008-10-05,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24049972075,https://drive.google.com/file/d/1foIgVt4Q-NxdtTu5g1h8phnkzlCLbJAK/view?usp=drivesdk,等々力渓谷、洗足池、武蔵小山、戸越銀座、城南島海浜公園,東京,,73,191,7:13,小径車,r&m,BD-1
2008-10-13,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24050049632,https://drive.google.com/file/d/1ckXgV7C-BSabfJTW0fX33pIMk4e6oE1q/view?usp=drivesdk,寅さん記念館、帝釈天、亀有、葛西城、両国,東京,,27,191,4:40,小径車,r&m,BD-1
2008-10-18,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24050093313,https://drive.google.com/file/d/1DCrtCys-vYQL4cJLFKHOgrp_e38evEgu/view?usp=drivesdk,皇居、東京都水道歴史館、文京区・千代田区・新宿区の資料館,東京,,82,431,6:39,ロード,LOOK,KG461
2008-10-26,🚲,サイクリング,ジャパンカップ2008観戦,,,,栃木,,30,,,クロス,DE ROSA,TEAM
2008-11-02,🚲,グラベル,大菩薩,,,大菩薩峠[1897m]、石丸峠[1933m]、牛の寝,山梨,,25,,,MTB,SPECIALIZED,Epic Marathon
2008-11-22,🚲,多摩川,多摩川,,,阿蘇神社,東京,🍁,50,,,クロス,DE ROSA,TEAM
2008-11-23,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24050198218,https://drive.google.com/file/d/1MbLdDlODGu6PO9Va8ubuSJ2KA3lpnPWI/view?usp=drivesdk,清澄庭園、霊巌寺、深川江戸資料館、のらくろ資料館、皇居,東京,🍁,26,230,4:40,小径車,r&m,BD-1
2008-11-30,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24050257188,https://drive.google.com/file/d/1uYqp4LwE4HLMXJ-xYjHGfWr5mhIWVvcd/view?usp=drivesdk,皇居,東京,,27,184,4:27,クロス,DE ROSA,TEAM
2008-12-07,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24050292381,https://drive.google.com/file/d/1ekpWvf5sIIrJheMEYwdQvOOOr8bI4lSK/view?usp=drivesdk,皇居、月島,東京,,83,346,5:44,ロード,LOOK,KG585
2009-01-03,🚲,サイクリング,阿蘇神社,,,阿蘇神社,東京,,1,0,,小径車,r&m,BD-1
2009-01-04,🚲,サイクリング,関宿,https://connect.garmin.com/app/activity/24050351285,https://drive.google.com/file/d/1hi0MBeBCqAogRd652nPTWEAOY6fVIFP4/view?usp=drivesdk,関宿、江戸川,埼玉、東京、千葉,,159,266,7:55,ロード,LOOK,KG585
2009-01-11,🚲,レース,GP-mistral～シクロレース～,,,吉見総合運動公園,埼玉,,,,,－,－,－
2009-01-18,🚲,山サイ,桜山周辺探検,https://connect.garmin.com/app/activity/24050407789,https://drive.google.com/file/d/1qO4XBPafMWRCFouHvFWs7_IUx5K1sOU9/view?usp=drivesdk,入間・桜山,埼玉,,27,504,4:57,MTB,SPECIALIZED,Epic Marathon
2009-01-25,🚲,サイクリング,小沢峠,https://connect.garmin.com/app/activity/24051106654,https://drive.google.com/file/d/1sisB-m8Nd9TNyrsFIHuJZyYZruj71Oww/view?usp=drivesdk,小沢峠[342m]、有間ダム、無地,埼玉、東京,,75,802,5:46,ロード,LOOK,KG585
2009-02-01,🚲,サイクリング,有間ダム,,,小沢峠[342m]、有間ダム,埼玉、東京,,80,,,ロード,LOOK,KG585
2009-02-07,🚲,サイクリング,南伊豆の桜,https://connect.garmin.com/app/activity/24055628812,https://drive.google.com/file/d/1QnGdKh6XkXKPpRzopIfIEDNh0PuGUxkk/view?usp=drivesdk,弓ヶ浜、下賀茂の桜祭り,静岡,🌸,12,22,1:29,ロード,LOOK,KG585
2009-02-08,🚲,サイクリング,伊豆一周,https://connect.garmin.com/app/activity/24055652487,https://drive.google.com/file/d/133mtW7VIr5_wT70wtfBD-oY-RVw0EduM/view?usp=drivesdk,道の駅「伊豆のへそ」、亀石峠[451m],静岡,伊豆イチ,196,"3,841",10:23,ロード,LOOK,KG585
2009-02-14,🚲,サイクリング,多摩川,,,大東京綜合卸売センター,東京,,20,,,ロード,LOOK,KG461
2009-02-21,🚲,サイクリング,子の権現、山伏峠,https://connect.garmin.com/app/activity/24055705201,https://drive.google.com/file/d/1vHG1FQ8fDO1eGooil0AeCdId2IZiPxSE/view?usp=drivesdk,子の権現、天目指峠[480m]、山伏峠[621m],埼玉、東京,,104,"1,953",5:57,ロード,LOOK,KG585
2009-02-22,🚲,サイクリング,都内,,,皇居周辺、汐留、芝公園、湯島天神,東京,,50,,,ロード,LOOK,KG461
2009-02-28,🚲,サイクリング,山伏峠、仁田山峠,https://connect.garmin.com/app/activity/24055804155,https://drive.google.com/file/d/1wIqEtVQ5toDfvsqyzJI_T1Vv2RFY834y/view?usp=drivesdk,有間ダム、山伏峠[621m]、仁田山峠[401m],埼玉、東京,,98,"1,766",4:53,ロード,LOOK,KG585
2009-03-01,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24055815120,https://drive.google.com/file/d/1VvmUT1ESJZXUMeJ_5urHCbFc4psrYDDr/view?usp=drivesdk,料金所まで,東京,奥多摩周遊,98,"1,821",4:57,ロード,LOOK,KG585
2009-03-07,🚲,サイクリング,山伏峠、仁田山峠,https://connect.garmin.com/app/activity/24055825588,https://drive.google.com/file/d/1K3KWACwM2IBtuc95xLjuDQl5wCt-JGzx/view?usp=drivesdk,山伏峠[621m]、仁田山峠[401m],埼玉、東京,,96,"2,066",4:41,ロード,LOOK,KG585
2009-03-08,🚲,サイクリング,子の権現,https://connect.garmin.com/app/activity/24055835637,https://drive.google.com/file/d/1nqYlUfrZp12Gif-pABEGaK9xDrj2j9mp/view?usp=drivesdk,山王峠[250m]、倉掛峠[220m]、子の権現、天目指峠[480m]、山王峠[250m],埼玉、東京,,86,"1,603",4:59,ロード,LOOK,KG585
2009-03-15,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24055864762,https://drive.google.com/file/d/1n3TG62_PbX6kR79gKIWo67GtdK-qNfmq/view?usp=drivesdk,都民の森、風張峠[1143m]、裏周遊,東京,奥多摩周遊,103,"1,750",5:30,ロード,LOOK,KG585
2009-03-20,🚲,サイクリング,井の頭公園と多摩湖自転車道,,,井の頭公園、多摩湖自転車道,東京,,30,,,クロス,DE ROSA,TEAM
2009-03-21,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24055882114,https://drive.google.com/file/d/1ZtbU1NoM5-jZlHFT-iSTPRr4DqARBGLc/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,105,"1,844",5:12,ロード,LOOK,KG585
2009-03-28,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24055890891,https://drive.google.com/file/d/1x6Hdy7azPpmgovgqWs1wbetOlJoNqVT5/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,105,"1,489",5:44,ロード,LOOK,KG585
2009-03-28,🚲,サイクリング,井の頭公園の桜と多摩湖自転車道,https://connect.garmin.com/app/activity/24055905625,,井の頭公園、多摩湖自転車道,東京,🌸,25,117,2:21,ロード,LOOK,KG461
2009-03-29,🚲,サイクリング,都内、川越,,,上野公園、墨田公園、川越,東京,🌸,40,,,小径車,r&m,BD-1
2009-04-01,🚲,サイクリング,お鷹の道＆野川,,,お鷹の道、野川,東京,🌸,12,,,クロス,DE ROSA,TEAM
2009-04-04,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24055919356,https://drive.google.com/file/d/13i7amjkE67sEva6zPqXp3rwRkD3503MH/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,125,"2,312",6:07,ロード,LOOK,KG585
2009-04-05,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24055928460,https://drive.google.com/file/d/1R7TsrbdT8zHTJmb7EYYfNY_FsYCcAuYp/view?usp=drivesdk,千鳥ヶ淵公園、目黒川、駒沢オリンピック公園、呑川緑道、野川,東京,🌸,57,732,6:45,小径車,r&m,BD-1
2009-04-11,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24055939511,https://drive.google.com/file/d/18X1WrgmX8lAH1pXrEzpKa4WHV-IkT9jY/view?usp=drivesdk,都民の森[1000m]、都民の森ＴＴ,東京,奥多摩周遊,21,907,1:00,ロード,LOOK,KG585
2009-04-12,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24220904969,https://drive.google.com/file/d/1zj8znhPHhetwwgHCfYNyiZFkQf5fmFRP/view?usp=drivesdk,都民の森[1000m]、都民の森ＴＴ,東京,奥多摩周遊,21,907,0:58,ロード,LOOK,KG585
2009-04-19,🚲,レース,ツール・ド・草津,,,国道292号（志賀草津道路）,群馬,,13,,0:46,ロード,LOOK,KG585
2009-04-30,🚲,サイクリング,角島,https://connect.garmin.com/app/activity/24055978194,https://drive.google.com/file/d/1n5sogRyLYMTkAwppIPiUQUBE_8l9Wzsd/view?usp=drivesdk,別府弁天池、角島、秋吉台,山口,,166,"2,167",8:01,ロード,LOOK,KG585
2009-05-01,🚲,サイクリング,萩,https://connect.garmin.com/app/activity/24055996547,https://drive.google.com/file/d/1zovfNnPfW5jEsJqdYbttMSa3PJG5bjyY/view?usp=drivesdk,笠山[112m]、松下村塾、東光寺、城下町、萩城跡,山口,,28,259,4:05,ロード,LOOK,KG461
2009-05-02,🚲,サイクリング,宇部から津和野,https://connect.garmin.com/app/activity/17945873023,https://drive.google.com/file/d/1NXefuEFTUOLGT1M3n-u60qu5Nw7_A9Vd/view?usp=drivesdk,野谷峠[310m]、津和野、龍福寺、瑠璃光寺、周防大橋,島根、山口,,183,"1,735",10:30,ロード,LOOK,KG585
2009-05-03,🚲,サイクリング,下関,,,唐戸,山口,,20,,,小径車,r&m,BD-1
2009-06-07,🚲,レース,第6回 Mt.富士ヒルクライム,,,富士スバルライン,山口,,24,"1,255",1:23,ロード,LOOK,KG585
2009-06-17,🚲,サイクリング,都内,,,新宿、六本木、皇居、新宿職安通り,東京,,70,,,クロス,DE ROSA,TEAM
2009-06-20,🚲,サイクリング,お台場のガンダム,https://connect.garmin.com/app/activity/24056084432,https://drive.google.com/file/d/1rVxllmHbIVY5Ln2BKBgSYIUSN2bokYNx/view?usp=drivesdk,お台場、皇居,東京,,78,,6:28,ロード,LOOK,KG461
2009-06-24,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24056102272,https://drive.google.com/file/d/1l2_h5C3JTOrvCifHvx6U9WvreH2yRwCL/view?usp=drivesdk,新宿、六本木、皇居、新宿職安通り,東京,,61,446,3:39,クロス,DE ROSA,TEAM
2009-07-05,🚲,サイクリング,奥秩父一周,https://connect.garmin.com/app/activity/24032367257,https://drive.google.com/file/d/1pYtIubYsgifDxDz2eBGyzL0gNdl8bcix/view?usp=drivesdk,道の駅「両神温泉薬師の湯」、両神山登山口、志賀坂峠[876m]、ぶどう峠[1510m]、十石峠[1351m]、土坂峠[770m],群馬、埼玉、長野,,185,"3,628",9:23,ロード,LOOK,KG585
2009-07-12,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24056129735,https://drive.google.com/file/d/1oiZtdeHPssYx6PWcX-LRDoNvZDsxKgEL/view?usp=drivesdk,中野、六義園、旧古河庭園、旧岩崎邸庭園、桃園川緑道,東京,,71,507,6:13,クロス,DE ROSA,TEAM
2009-07-18,🚲,サイクリング,千葉の埴輪と飛行機,https://connect.garmin.com/app/activity/24056141114,https://drive.google.com/file/d/1DIxN5kQ7AFEFt4btgi1cLaK34IjPJ8Wv/view?usp=drivesdk,古墳はにわ博物館、航空科学博物館、国立歴史民族博物館,千葉,,20,141,1:55,クロス,DE ROSA,TEAM
2009-07-20,🚲,サイクリング,龍岡城と田口峠,https://connect.garmin.com/app/activity/24056154452,https://drive.google.com/file/d/1io93l_rqNriL3tVF6RG4Ipv3e5aRSUCX/view?usp=drivesdk,志賀坂峠[876m]、十石峠[1351m]、龍岡城、田口峠[1120m]、塩の沢峠[1060m],群馬、埼玉、長野,,165,"4,172",9:24,ロード,LOOK,KG585
